Timestamp,Local time,Pleasure,Arousal,Dominance
1749333559.8894,14:59:19.889,0.98,0.18,-0.01
1749333560.3895,14:59:20.389,0.98,0.18,-0.03
1749333560.8895,14:59:20.889,0.98,0.20,-0.05
1749333561.389,14:59:21.389,0.98,0.21,-0.07
1749333561.8891,14:59:21.889,0.98,0.19,-0.07
1749333562.3889,14:59:22.388,0.97,0.21,-0.09
1749333562.8887,14:59:22.888,0.97,0.21,-0.09
1749333563.3886,14:59:23.388,0.98,0.19,-0.07
1749333563.8886,14:59:23.888,0.98,0.19,-0.06
1749333564.3882,14:59:24.388,0.98,0.18,-0.03
1749333564.8879,14:59:24.887,0.99,0.15,-0.01
1749333565.3877,14:59:25.387,0.99,0.14,-0.01
1749333565.8878,14:59:25.887,0.99,0.13,0.01
1749333566.3875,14:59:26.387,0.99,0.12,0.01
1749333566.8875,14:59:26.887,0.99,0.11,0.01
1749333567.3871,14:59:27.387,0.99,0.11,0.01
1749333567.8866,14:59:27.886,0.99,0.10,0.02
1749333568.3866,14:59:28.386,0.99,0.11,0.01
1749333568.8868,14:59:28.886,0.99,0.13,0.00
1749333569.3865,14:59:29.386,0.99,0.14,0.00
1749333569.8863,14:59:29.886,0.99,0.14,0.00
1749333570.3863,14:59:30.386,0.99,0.14,-0.02
1749333570.8858,14:59:30.885,0.99,0.14,-0.03
1749333571.3858,14:59:31.385,0.99,0.11,0.00
1749333571.8862,14:59:31.886,1.00,0.09,0.02
1749333572.3857,14:59:32.385,1.00,0.09,0.02
1749333572.8857,14:59:32.885,1.00,0.08,0.02
1749333573.3856,14:59:33.385,1.00,0.05,0.04
1749333573.8851,14:59:33.885,1.00,0.02,0.07
1749333574.3849,14:59:34.384,1.00,0.03,0.07
1749333574.8851,14:59:34.885,1.00,0.05,0.04
1749333575.3848,14:59:35.384,1.00,0.04,0.04
1749333575.8844,14:59:35.884,1.00,0.03,0.08
1749333576.3842,14:59:36.384,0.99,0.03,0.11
1749333576.8839,14:59:36.883,0.99,0.01,0.12
1749333577.3835,14:59:37.383,0.99,0.01,0.13
1749333577.8835,14:59:37.883,0.99,0.00,0.13
1749333578.383,14:59:38.383,0.99,-0.01,0.14
1749333578.8826,14:59:38.882,0.99,-0.05,0.15
1749333579.3831,14:59:39.383,0.99,-0.05,0.15
1749333579.8831,14:59:39.883,0.99,-0.04,0.15
1749333580.3827,14:59:40.382,0.98,-0.04,0.18
1749333580.883,14:59:40.883,0.97,-0.07,0.21
1749333581.3826,14:59:41.382,0.97,-0.07,0.22
1749333581.882,14:59:41.882,0.98,-0.07,0.21
1749333582.3821,14:59:42.382,0.98,-0.05,0.19
1749333582.8822,14:59:42.882,0.98,-0.04,0.18
1749333583.3816,14:59:43.381,0.99,-0.01,0.14
1749333583.8819,14:59:43.881,0.99,0.03,0.10
1749333584.3817,14:59:44.381,0.99,0.05,0.10
1749333584.8809,14:59:44.880,0.99,0.07,0.09
1749333585.3812,14:59:45.381,0.99,0.09,0.08
1749333585.8811,14:59:45.881,0.99,0.14,0.04
1749333586.3803,14:59:46.380,0.98,0.18,0.01
1749333586.8804,14:59:46.880,0.98,0.19,0.01
1749333587.3804,14:59:47.380,0.98,0.19,0.01
1749333587.88,14:59:47.880,0.98,0.19,0.00
1749333588.3803,14:59:48.380,0.98,0.18,0.01
1749333588.8803,14:59:48.880,0.99,0.17,0.02
1749333589.3797,14:59:49.379,0.99,0.15,0.03
1749333589.8796,14:59:49.879,0.99,0.17,0.01
1749333590.3796,14:59:50.379,0.99,0.17,0.01
1749333590.879,14:59:50.879,0.98,0.17,-0.01
1749333591.3792,14:59:51.379,0.98,0.18,-0.02
1749333591.8794,14:59:51.879,0.98,0.19,-0.01
1749333592.379,14:59:52.379,0.98,0.19,0.00
1749333592.8785,14:59:52.878,0.98,0.20,-0.02
1749333593.3785,14:59:53.378,0.96,0.27,-0.07
1749333593.8783,14:59:53.878,0.96,0.28,-0.09
1749333594.378,14:59:54.378,0.95,0.29,-0.10
1749333594.878,14:59:54.878,0.94,0.31,-0.11
1749333595.3778,14:59:55.377,0.94,0.32,-0.10
1749333595.8775,14:59:55.877,0.94,0.34,-0.10
1749333596.3781,14:59:56.378,0.94,0.34,-0.07
1749333596.8782,14:59:56.878,0.95,0.32,-0.05
1749333597.3775,14:59:57.377,0.95,0.31,-0.04
1749333597.8775,14:59:57.877,0.95,0.31,-0.05
1749333598.3771,14:59:58.377,0.95,0.31,-0.04
1749333598.8766,14:59:58.876,0.95,0.31,-0.05
1749333599.377,14:59:59.377,0.95,0.31,-0.06
1749333599.877,14:59:59.877,0.95,0.32,-0.06
1749333600.3765,15:00:00.376,0.94,0.34,-0.06
1749333600.8765,15:00:00.876,0.94,0.34,-0.06
1749333601.3763,15:00:01.376,0.94,0.34,-0.06
1749333601.8756,15:00:01.875,0.95,0.31,-0.05
1749333602.3756,15:00:02.375,0.95,0.30,-0.04
1749333602.8759,15:00:02.875,0.96,0.27,-0.02
1749333603.3753,15:00:03.375,0.97,0.22,0.02
1749333603.8753,15:00:03.875,0.98,0.22,0.01
1749333604.3756,15:00:04.375,0.98,0.20,-0.01
1749333604.875,15:00:04.875,0.98,0.20,-0.04
1749333605.375,15:00:05.375,0.98,0.19,-0.06
1749333605.8751,15:00:05.875,0.98,0.18,-0.06
1749333606.3743,15:00:06.374,0.98,0.17,-0.06
1749333606.8743,15:00:06.874,0.98,0.18,-0.06
1749333607.3748,15:00:07.374,0.98,0.17,-0.06
1749333607.874,15:00:07.874,0.99,0.15,-0.05
1749333608.3739,15:00:08.373,0.99,0.16,-0.05
1749333608.8742,15:00:08.874,0.98,0.19,-0.06
1749333609.3738,15:00:09.373,0.98,0.19,-0.05
1749333609.8736,15:00:09.873,0.99,0.17,-0.02
1749333610.3739,15:00:10.373,0.99,0.13,0.02
1749333610.8733,15:00:10.873,0.99,0.09,0.07
1749333611.3734,15:00:11.373,0.99,0.08,0.08
1749333611.8737,15:00:11.873,0.99,0.08,0.07
1749333612.3729,15:00:12.372,0.99,0.09,0.06
1749333612.8723,15:00:12.872,0.99,0.10,0.05
1749333613.3726,15:00:13.372,0.99,0.11,0.04
1749333613.872,15:00:13.872,0.99,0.12,0.01
1749333614.3714,15:00:14.371,0.99,0.13,0.00
1749333614.8719,15:00:14.871,0.99,0.14,-0.02
1749333615.3718,15:00:15.371,0.98,0.17,-0.03
1749333615.8712,15:00:15.871,0.98,0.18,-0.04
1749333616.3711,15:00:16.371,0.98,0.19,-0.04
1749333616.8713,15:00:16.871,0.98,0.17,-0.04
1749333617.3707,15:00:17.370,0.99,0.17,-0.03
1749333617.871,15:00:17.871,0.98,0.17,-0.03
1749333618.3713,15:00:18.371,0.99,0.16,-0.03
1749333618.8709,15:00:18.870,0.98,0.18,-0.06
1749333619.3712,15:00:19.371,0.96,0.25,-0.14
1749333619.8714,15:00:19.871,0.96,0.25,-0.11
1749333620.3709,15:00:20.370,0.97,0.23,-0.06
1749333620.8708,15:00:20.870,0.98,0.21,-0.05
1749333621.3712,15:00:21.371,0.98,0.18,-0.02
1749333621.8703,15:00:21.870,0.99,0.17,-0.02
1749333622.3701,15:00:22.370,0.98,0.19,-0.05
1749333622.8703,15:00:22.870,0.97,0.22,-0.07
1749333623.3698,15:00:23.369,0.96,0.25,-0.08
1749333623.8694,15:00:23.869,0.96,0.28,-0.08
1749333624.3694,15:00:24.369,0.96,0.28,-0.08
1749333624.8689,15:00:24.868,0.95,0.28,-0.09
1749333625.3683,15:00:25.368,0.97,0.25,-0.06
1749333625.8685,15:00:25.868,0.96,0.25,-0.07
1749333626.3678,15:00:26.367,0.95,0.29,-0.10
1749333626.8676,15:00:26.867,0.94,0.31,-0.12
1749333627.3679,15:00:27.367,0.94,0.33,-0.13
1749333627.8678,15:00:27.867,0.93,0.33,-0.14
1749333628.3672,15:00:28.367,0.93,0.35,-0.14
1749333628.8672,15:00:28.867,0.93,0.33,-0.15
1749333629.3671,15:00:29.367,0.94,0.32,-0.14
1749333629.8667,15:00:29.866,0.94,0.32,-0.14
1749333630.3669,15:00:30.366,0.94,0.31,-0.15
1749333630.8669,15:00:30.866,0.94,0.31,-0.12
1749333631.3665,15:00:31.366,0.94,0.32,-0.11
1749333631.8665,15:00:31.866,0.94,0.33,-0.12
1749333632.3664,15:00:32.366,0.94,0.32,-0.10
1749333632.8659,15:00:32.865,0.95,0.30,-0.08
1749333633.3657,15:00:33.365,0.96,0.27,-0.07
1749333633.8658,15:00:33.865,0.97,0.24,-0.04
1749333634.3652,15:00:34.365,0.98,0.21,-0.01
1749333634.8656,15:00:34.865,0.98,0.20,0.03
1749333635.3655,15:00:35.365,0.98,0.20,0.05
1749333635.8649,15:00:35.864,0.97,0.22,0.07
1749333636.3649,15:00:36.364,0.97,0.24,0.07
1749333636.8654,15:00:36.865,0.97,0.25,0.06
1749333637.3648,15:00:37.364,0.97,0.25,0.07
1749333637.8644,15:00:37.864,0.97,0.24,0.09
1749333638.3647,15:00:38.364,0.96,0.26,0.08
1749333638.8645,15:00:38.864,0.96,0.26,0.09
1749333639.3642,15:00:39.364,0.96,0.26,0.09
1749333639.8644,15:00:39.864,0.97,0.23,0.11
1749333640.3638,15:00:40.363,0.97,0.22,0.11
1749333640.8635,15:00:40.863,0.97,0.22,0.12
1749333641.3635,15:00:41.363,0.97,0.20,0.15
1749333641.8631,15:00:41.863,0.97,0.18,0.16
1749333642.363,15:00:42.363,0.97,0.19,0.16
1749333642.8632,15:00:42.863,0.97,0.15,0.20
1749333643.3628,15:00:43.362,0.97,0.16,0.19
1749333643.8624,15:00:43.862,0.97,0.17,0.17
1749333644.3628,15:00:44.362,0.97,0.20,0.10
1749333644.8622,15:00:44.862,0.98,0.18,0.06
1749333645.3619,15:00:45.361,0.98,0.18,0.06
1749333645.8621,15:00:45.862,0.98,0.17,0.06
1749333646.3619,15:00:46.361,0.99,0.16,0.05
1749333646.8618,15:00:46.861,0.99,0.16,0.04
1749333647.3616,15:00:47.361,0.99,0.16,0.05
1749333647.8614,15:00:47.861,0.99,0.15,0.06
1749333648.3609,15:00:48.360,0.99,0.16,0.03
1749333648.8609,15:00:48.860,0.98,0.20,-0.04
1749333649.3611,15:00:49.361,0.96,0.26,-0.10
1749333649.8604,15:00:49.860,0.95,0.29,-0.13
1749333650.3604,15:00:50.360,0.94,0.31,-0.15
1749333650.8604,15:00:50.860,0.93,0.34,-0.15
1749333651.3599,15:00:51.359,0.93,0.35,-0.14
1749333651.8597,15:00:51.859,0.92,0.36,-0.15
1749333652.3597,15:00:52.359,0.92,0.35,-0.15
1749333652.8594,15:00:52.859,0.92,0.36,-0.14
1749333653.3591,15:00:53.359,0.93,0.34,-0.11
1749333653.8595,15:00:53.859,0.94,0.33,-0.09
1749333654.3592,15:00:54.359,0.94,0.32,-0.08
1749333654.859,15:00:54.859,0.96,0.28,-0.05
1749333655.3589,15:00:55.358,0.96,0.27,-0.04
1749333655.8584,15:00:55.858,0.97,0.26,-0.02
1749333656.358,15:00:56.358,0.96,0.26,-0.03
1749333656.8586,15:00:56.858,0.96,0.26,-0.04
1749333657.3583,15:00:57.358,0.97,0.25,-0.02
1749333657.8581,15:00:57.858,0.97,0.23,-0.02
1749333658.3583,15:00:58.358,0.97,0.23,-0.03
1749333658.858,15:00:58.858,0.97,0.25,-0.03
1749333659.3572,15:00:59.357,0.97,0.26,-0.03
1749333659.8576,15:00:59.857,0.97,0.25,-0.04
1749333660.3575,15:01:00.357,0.97,0.25,-0.03
1749333660.8567,15:01:00.856,0.97,0.23,-0.02
1749333661.3568,15:01:01.356,0.98,0.22,0.00
1749333661.8568,15:01:01.856,0.98,0.19,0.03
1749333662.3564,15:01:02.356,0.98,0.18,0.03
1749333662.8566,15:01:02.856,0.98,0.19,0.03
1749333663.3565,15:01:03.356,0.97,0.23,0.00
1749333663.8559,15:01:03.855,0.97,0.26,-0.03
1749333664.3559,15:01:04.355,0.96,0.27,-0.05
1749333664.856,15:01:04.856,0.95,0.29,-0.08
1749333665.3556,15:01:05.355,0.96,0.27,-0.10
1749333665.8557,15:01:05.855,0.96,0.26,-0.08
1749333666.3555,15:01:06.355,0.96,0.26,-0.09
1749333666.8549,15:01:06.854,0.97,0.25,-0.06
1749333667.3546,15:01:07.354,0.97,0.25,-0.02
1749333667.855,15:01:07.855,0.98,0.21,0.00
1749333668.3544,15:01:08.354,0.98,0.21,-0.03
1749333668.8547,15:01:08.854,0.98,0.20,-0.02
1749333669.3546,15:01:09.354,0.98,0.21,-0.03
1749333669.8542,15:01:09.854,0.97,0.22,-0.04
1749333670.3541,15:01:10.354,0.97,0.24,-0.06
1749333670.8543,15:01:10.854,0.96,0.26,-0.04
1749333671.3537,15:01:11.353,0.96,0.28,-0.02
1749333671.8537,15:01:11.853,0.96,0.27,-0.02
1749333672.3537,15:01:12.353,0.97,0.24,0.02
1749333672.8531,15:01:12.853,0.97,0.25,0.04
1749333673.3526,15:01:13.352,0.97,0.23,0.05
1749333673.853,15:01:13.853,0.98,0.20,0.07
1749333674.353,15:01:14.353,0.98,0.18,0.08
1749333674.8525,15:01:14.852,0.98,0.19,0.07
1749333675.3525,15:01:15.352,0.98,0.20,0.06
1749333675.8523,15:01:15.852,0.97,0.24,0.01
1749333676.3518,15:01:16.351,0.96,0.26,0.00
1749333676.852,15:01:16.852,0.96,0.29,0.00
1749333677.352,15:01:17.352,0.95,0.31,-0.01
1749333677.8521,15:01:17.852,0.94,0.33,-0.03
1749333678.3519,15:01:18.351,0.94,0.33,-0.01
1749333678.8515,15:01:18.851,0.95,0.32,0.02
1749333679.3508,15:01:19.350,0.95,0.31,0.07
1749333679.8508,15:01:19.850,0.95,0.30,0.08
1749333680.3512,15:01:20.351,0.96,0.27,0.09
1749333680.8505,15:01:20.850,0.96,0.26,0.11
1749333681.3505,15:01:21.350,0.95,0.29,0.07
1749333681.8507,15:01:21.850,0.95,0.30,0.06
1749333682.3502,15:01:22.350,0.94,0.32,0.05
1749333682.8502,15:01:22.850,0.95,0.31,0.05
1749333683.3505,15:01:23.350,0.94,0.35,0.06
1749333683.85,15:01:23.850,0.93,0.36,0.05
1749333684.3496,15:01:24.349,0.93,0.37,0.04
1749333684.8498,15:01:24.849,0.93,0.36,0.05
1749333685.3494,15:01:25.349,0.94,0.35,0.05
1749333685.849,15:01:25.849,0.94,0.32,0.06
1749333686.3491,15:01:26.349,0.95,0.31,0.08
1749333686.8486,15:01:26.848,0.95,0.30,0.10
1749333687.3484,15:01:27.348,0.96,0.27,0.12
1749333687.8489,15:01:27.848,0.96,0.27,0.10
1749333688.3487,15:01:28.348,0.96,0.27,0.08
1749333688.8483,15:01:28.848,0.96,0.29,0.07
1749333689.3484,15:01:29.348,0.96,0.28,0.06
1749333689.8478,15:01:29.847,0.96,0.26,0.07
1749333690.347,15:01:30.347,0.97,0.24,0.08
1749333690.8473,15:01:30.847,0.97,0.22,0.08
1749333691.347,15:01:31.347,0.98,0.18,0.11
1749333691.8466,15:01:31.846,0.98,0.17,0.12
1749333692.3469,15:01:32.346,0.97,0.22,0.08
1749333692.8467,15:01:32.846,0.96,0.27,0.03
1749333693.3461,15:01:33.346,0.95,0.31,0.00
1749333693.8462,15:01:33.846,0.94,0.33,0.00
1749333694.3462,15:01:34.346,0.95,0.30,0.04
1749333694.8456,15:01:34.845,0.95,0.30,0.06
1749333695.3459,15:01:35.345,0.95,0.32,0.05
1749333695.8457,15:01:35.845,0.95,0.30,0.05
1749333696.3455,15:01:36.345,0.95,0.31,0.04
1749333696.8456,15:01:36.845,0.95,0.31,0.04
1749333697.3458,15:01:37.345,0.95,0.31,0.05
1749333697.8452,15:01:37.845,0.95,0.31,0.07
1749333698.3449,15:01:38.344,0.95,0.30,0.07
1749333698.8453,15:01:38.845,0.95,0.28,0.10
1749333699.3447,15:01:39.344,0.96,0.28,0.09
1749333699.8446,15:01:39.844,0.96,0.26,0.09
1749333700.3448,15:01:40.344,0.96,0.24,0.11
1749333700.8442,15:01:40.844,0.96,0.27,0.09
1749333701.3437,15:01:41.343,0.96,0.28,0.06
1749333701.8443,15:01:41.844,0.95,0.29,0.05
1749333702.3439,15:01:42.343,0.95,0.30,0.03
1749333702.8436,15:01:42.843,0.96,0.29,0.03
1749333703.344,15:01:43.344,0.96,0.27,0.05
1749333703.8438,15:01:43.843,0.97,0.25,0.06
1749333704.3433,15:01:44.343,0.97,0.24,0.04
1749333704.8437,15:01:44.843,0.97,0.24,0.03
1749333705.3437,15:01:45.343,0.97,0.26,0.02
1749333705.8428,15:01:45.842,0.97,0.24,-0.02
1749333706.343,15:01:46.343,0.97,0.22,0.00
1749333706.8427,15:01:46.842,0.97,0.23,0.01
1749333707.3419,15:01:47.341,0.97,0.22,0.05
1749333707.8423,15:01:47.842,0.97,0.22,0.07
1749333708.3422,15:01:48.342,0.97,0.23,0.08
1749333708.8418,15:01:48.841,0.97,0.25,0.07
1749333709.3422,15:01:49.342,0.97,0.24,0.07
1749333709.8417,15:01:49.841,0.97,0.24,0.08
1749333710.3411,15:01:50.341,0.97,0.22,0.09
1749333710.8411,15:01:50.841,0.97,0.20,0.11
1749333711.341,15:01:51.341,0.97,0.20,0.12
1749333711.8406,15:01:51.840,0.97,0.21,0.12
1749333712.3406,15:01:52.340,0.97,0.22,0.11
1749333712.8405,15:01:52.840,0.97,0.22,0.12
1749333713.3401,15:01:53.340,0.97,0.22,0.11
1749333713.8399,15:01:53.839,0.97,0.23,0.12
1749333714.3402,15:01:54.340,0.97,0.22,0.13
1749333714.8398,15:01:54.839,0.97,0.21,0.13
1749333715.3394,15:01:55.339,0.97,0.22,0.13
1749333715.8397,15:01:55.839,0.97,0.22,0.11
1749333716.3391,15:01:56.339,0.97,0.22,0.12
1749333716.8389,15:01:56.838,0.97,0.23,0.12
1749333717.3392,15:01:57.339,0.96,0.26,0.11
1749333717.8391,15:01:57.839,0.96,0.27,0.09
1749333718.3387,15:01:58.338,0.96,0.27,0.09
1749333718.8388,15:01:58.838,0.96,0.27,0.09
1749333719.3388,15:01:59.338,0.96,0.28,0.08
1749333719.8387,15:01:59.838,0.96,0.28,0.08
1749333720.3387,15:02:00.338,0.96,0.28,0.07
1749333720.8379,15:02:00.837,0.97,0.24,0.10
1749333721.3374,15:02:01.337,0.97,0.23,0.10
1749333721.8378,15:02:01.837,0.97,0.23,0.10
1749333722.3379,15:02:02.337,0.97,0.24,0.09
1749333722.8374,15:02:02.837,0.97,0.23,0.11
1749333723.3376,15:02:03.337,0.97,0.22,0.12
1749333723.8374,15:02:03.837,0.97,0.20,0.12
1749333724.3371,15:02:04.337,0.97,0.19,0.14
1749333724.8373,15:02:04.837,0.97,0.18,0.15
1749333725.3371,15:02:05.337,0.97,0.16,0.17
1749333725.8363,15:02:05.836,0.98,0.15,0.16
1749333726.3365,15:02:06.336,0.98,0.15,0.16
1749333726.8361,15:02:06.836,0.97,0.16,0.16
1749333727.3354,15:02:07.335,0.97,0.18,0.16
1749333727.8356,15:02:07.835,0.97,0.21,0.14
1749333728.336,15:02:08.336,0.97,0.21,0.14
1749333728.8355,15:02:08.835,0.97,0.23,0.12
1749333729.3354,15:02:09.335,0.96,0.25,0.10
1749333729.8357,15:02:09.835,0.96,0.26,0.09
1749333730.3351,15:02:10.335,0.96,0.25,0.09
1749333730.8349,15:02:10.834,0.97,0.24,0.09
1749333731.335,15:02:11.335,0.97,0.25,0.08
1749333731.8344,15:02:11.834,0.96,0.27,0.07
1749333732.334,15:02:12.334,0.96,0.28,0.07
1749333732.8343,15:02:12.834,0.96,0.27,0.08
1749333733.3337,15:02:13.333,0.96,0.25,0.09
1749333733.8335,15:02:13.833,0.96,0.25,0.08
1749333734.334,15:02:14.334,0.96,0.27,0.09
1749333734.8332,15:02:14.833,0.96,0.25,0.09
1749333735.333,15:02:15.333,0.96,0.26,0.09
1749333735.8333,15:02:15.833,0.96,0.27,0.09
1749333736.3329,15:02:16.332,0.95,0.29,0.09
1749333736.8329,15:02:16.832,0.96,0.28,0.08
1749333737.3332,15:02:17.333,0.95,0.29,0.07
1749333737.8328,15:02:17.832,0.95,0.31,0.06
1749333738.332,15:02:18.332,0.94,0.33,0.04
1749333738.8323,15:02:18.832,0.94,0.34,0.03
1749333739.3325,15:02:19.332,0.94,0.35,0.04
1749333739.8323,15:02:19.832,0.93,0.36,0.03
1749333740.3322,15:02:20.332,0.93,0.38,0.02
1749333740.8322,15:02:20.832,0.92,0.39,0.01
1749333741.3316,15:02:21.331,0.93,0.38,0.02
1749333741.8317,15:02:21.831,0.93,0.37,0.04
1749333742.3319,15:02:22.331,0.94,0.35,0.04
1749333742.8313,15:02:22.831,0.94,0.34,0.04
1749333743.3314,15:02:23.331,0.94,0.34,0.03
1749333743.8312,15:02:23.831,0.94,0.34,0.04
1749333744.3305,15:02:24.330,0.94,0.34,0.05
1749333744.8305,15:02:24.830,0.93,0.35,0.04
1749333745.3309,15:02:25.330,0.93,0.37,0.03
1749333745.8306,15:02:25.830,0.92,0.38,0.01
1749333746.3302,15:02:26.330,0.93,0.37,0.02
1749333746.8306,15:02:26.830,0.92,0.38,0.00
1749333747.3305,15:02:27.330,0.91,0.42,-0.03
1749333747.8301,15:02:27.830,0.90,0.43,-0.06
1749333748.3305,15:02:28.330,0.91,0.41,-0.07
1749333748.8302,15:02:28.830,0.93,0.37,-0.03
1749333749.3296,15:02:29.329,0.94,0.34,0.00
1749333749.8296,15:02:29.829,0.94,0.34,0.02
1749333750.3293,15:02:30.329,0.95,0.32,0.04
1749333750.8291,15:02:30.829,0.95,0.30,0.07
1749333751.3299,15:02:31.329,0.95,0.28,0.10
1749333751.8296,15:02:31.829,0.96,0.24,0.14
1749333752.3286,15:02:32.328,0.97,0.22,0.15
1749333752.829,15:02:32.829,0.96,0.24,0.13
1749333753.3288,15:02:33.328,0.96,0.27,0.10
1749333753.828,15:02:33.828,0.95,0.28,0.09
1749333754.3281,15:02:34.328,0.95,0.29,0.08
1749333754.8279,15:02:34.827,0.95,0.30,0.07
1749333755.3273,15:02:35.327,0.95,0.31,0.06
1749333755.8274,15:02:35.827,0.94,0.33,0.04
1749333756.327,15:02:36.327,0.95,0.32,0.05
1749333756.8262,15:02:36.826,0.96,0.25,0.10
1749333757.3263,15:02:37.326,0.97,0.23,0.12
1749333757.8263,15:02:37.826,0.97,0.19,0.14
1749333758.3255,15:02:38.325,0.97,0.20,0.14
1749333758.8256,15:02:38.825,0.97,0.21,0.13
1749333759.3258,15:02:39.325,0.97,0.21,0.12
1749333759.8252,15:02:39.825,0.97,0.21,0.12
1749333760.3251,15:02:40.325,0.97,0.21,0.13
1749333760.8251,15:02:40.825,0.97,0.19,0.14
1749333761.3247,15:02:41.324,0.97,0.17,0.15
1749333761.8248,15:02:41.824,0.97,0.17,0.17
1749333762.3252,15:02:42.325,0.97,0.18,0.16
1749333762.8244,15:02:42.824,0.97,0.18,0.16
1749333763.3243,15:02:43.324,0.97,0.20,0.14
1749333763.8241,15:02:43.824,0.97,0.22,0.13
1749333764.3235,15:02:44.323,0.96,0.24,0.12
1749333764.8234,15:02:44.823,0.96,0.23,0.13
1749333765.3236,15:02:45.323,0.97,0.22,0.12
1749333765.8231,15:02:45.823,0.97,0.20,0.11
1749333766.323,15:02:46.323,0.98,0.19,0.09
1749333766.8234,15:02:46.823,0.98,0.21,0.07
1749333767.3232,15:02:47.323,0.97,0.23,0.06
1749333767.8225,15:02:47.822,0.97,0.21,0.06
1749333768.3225,15:02:48.322,0.98,0.21,0.06
1749333768.8223,15:02:48.822,0.98,0.20,0.09
1749333769.3216,15:02:49.321,0.97,0.20,0.11
1749333769.822,15:02:49.822,0.97,0.19,0.12
1749333770.322,15:02:50.322,0.98,0.16,0.14
1749333770.8215,15:02:50.821,0.98,0.16,0.14
1749333771.3217,15:02:51.321,0.98,0.16,0.15
1749333771.8215,15:02:51.821,0.98,0.16,0.15
1749333772.3208,15:02:52.320,0.98,0.16,0.15
1749333772.821,15:02:52.821,0.98,0.14,0.16
1749333773.321,15:02:53.321,0.97,0.16,0.16
1749333773.8203,15:02:53.820,0.98,0.15,0.16
1749333774.3205,15:02:54.320,0.98,0.15,0.16
1749333774.8208,15:02:54.820,0.98,0.13,0.16
1749333775.3201,15:02:55.320,0.98,0.10,0.18
1749333775.8201,15:02:55.820,0.98,0.08,0.20
1749333776.3205,15:02:56.320,0.97,0.09,0.21
1749333776.8204,15:02:56.820,0.98,0.12,0.17
1749333777.32,15:02:57.320,0.98,0.14,0.16
1749333777.82,15:02:57.820,0.97,0.16,0.16
1749333778.3195,15:02:58.319,0.97,0.16,0.17
1749333778.8193,15:02:58.819,0.98,0.15,0.17
1749333779.3195,15:02:59.319,0.98,0.14,0.16
1749333779.8188,15:02:59.818,0.98,0.14,0.16
1749333780.3186,15:03:00.318,0.98,0.15,0.15
